movie_name,genre_id1,genre_1,genre_id2,genre_2,genre_id3,genre_3,genre_id4,genre_4,genre_id5,genre_5,genre_id6,genre_6,genre_id7,genre_7,genre_id8,genre_8
Black,18,'Drama',,,,,,,,,,,,,,
The 40 Year Old Virgin,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Who Killed Bambi?,53,'Thriller',,,,,,,,,,,,,,
Contraband,12,'Adventure',10749,'Romance',,,,,,,,,,,,
The Toolbox Murders,9648,'Mystery',27,'Horror',53,'Thriller',,,,,,,,,,
Red Eye,27,'Horror',53,'Thriller',,,,,,,,,,,,
Lightning Bug,18,'Drama',53,'Thriller',27,'Horror',,,,,,,,,,
Man of the West,28,'Action',37,'Western',,,,,,,,,,,,
Main Hoon Na,18,'Drama',,,,,,,,,,,,,,
Dilwale Dulhania Le Jayenge,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Dreamchild,18,'Drama',14,'Fantasy',,,,,,,,,,,,
Miss Sweden,18,'Drama',,,,,,,,,,,,,,
My Cousin Rachel,9648,'Mystery',10749,'Romance',18,'Drama',,,,,,,,,,
Caché,9648,'Mystery',18,'Drama',53,'Thriller',,,,,,,,,,
Nobody Will Speak of Us When We're Dead,18,'Drama',,,,,,,,,,,,,,
Asterix & Obelix Take on Caesar,10751,'Family',12,'Adventure',35,'Comedy',14,'Fantasy',,,,,,,,
The Key,18,'Drama',10749,'Romance',10752,'War',,,,,,,,,,
Strings,12,'Adventure',16,'Animation',18,'Drama',14,'Fantasy',,,,,,,,
Kin-dza-dza!,35,'Comedy',18,'Drama',878,'Science,,,,,,,,,,
Comrades: Almost a Love Story,18,'Drama',10749,'Romance',,,,,,,,,,,,
Supercross,28,'Action',12,'Adventure',18,'Drama',10749,'Romance',,,,,,,,
Valiant,16,'Animation',10751,'Family',12,'Adventure',,,,,,,,,,
The Brothers Grimm,12,'Adventure',14,'Fantasy',28,'Action',35,'Comedy',53,'Thriller',,,,,,
The Desperadoes,35,'Comedy',10749,'Romance',37,'Western',,,,,,,,,,
Black Dragons,27,'Horror',10752,'War',,,,,,,,,,,,
The Holy Girl,18,'Drama',10769,'Foreign',,,,,,,,,,,,
They Came Back,18,'Drama',14,'Fantasy',,,,,,,,,,,,
The Baxter,35,'Comedy',10749,'Romance',,,,,,,,,,,,
The Cave,28,'Action',12,'Adventure',27,'Horror',53,'Thriller',,,,,,,,
Undiscovered,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Dirty Deeds,35,'Comedy',18,'Drama',,,,,,,,,,,,
The Constant Gardener,18,'Drama',9648,'Mystery',53,'Thriller',,,,,,,,,,
Transporter 2,28,'Action',53,'Thriller',80,'Crime',,,,,,,,,,
Margaret Cho: Assassin,35,'Comedy',,,,,,,,,,,,,,
Just Like Heaven,35,'Comedy',14,'Fantasy',10749,'Romance',,,,,,,,,,
Proof,18,'Drama',9648,'Mystery',,,,,,,,,,,,
Lord of War,80,'Crime',18,'Drama',53,'Thriller',,,,,,,,,,
Venom,27,'Horror',53,'Thriller',,,,,,,,,,,,
Cry_Wolf,27,'Horror',53,'Thriller',,,,,,,,,,,,
Everything is Illuminated,35,'Comedy',18,'Drama',,,,,,,,,,,,
Thumbsucker,35,'Comedy',18,'Drama',,,,,,,,,,,,
The Thing About My Folks,10751,'Family',35,'Comedy',18,'Drama',,,,,,,,,,
HellBent,27,'Horror',,,,,,,,,,,,,,
G,18,'Drama',10749,'Romance',,,,,,,,,,,,
In Old Chicago,28,'Action',18,'Drama',,,,,,,,,,,,
Now and Forever,18,'Drama',10749,'Romance',,,,,,,,,,,,
L.A. Without a Map,18,'Drama',35,'Comedy',10749,'Romance',,,,,,,,,,
Where Angels Fear to Tread,18,'Drama',10769,'Foreign',10749,'Romance',,,,,,,,,,
Family Guy Presents Stewie Griffin: The Untold Story,35,'Comedy',16,'Animation',,,,,,,,,,,,
Born in Flames,878,'Science,'','',,,,,,,,,,,,
Revenge of the Ninja,28,'Action',80,'Crime',18,'Drama',53,'Thriller',,,,,,,,
Sometimes in April,18,'Drama',36,'History',10752,'War',,,,,,,,,,
Bookies,18,'Drama',28,'Action',35,'Comedy',,,,,,,,,,
Angel In My Pocket,,,,,,,,,,,,,,,,
Police Story 2,28,'Action',80,'Crime',53,'Thriller',,,,,,,,,,
Le Jour se Lève,80,'Crime',18,'Drama',,,,,,,,,,,,
International House,35,'Comedy',,,,,,,,,,,,,,
New Police Story,28,'Action',53,'Thriller',80,'Crime',18,'Drama',,,,,,,,
The Edge of the World,10749,'Romance',18,'Drama',36,'History',,,,,,,,,,
Golden Boy,18,'Drama',10749,'Romance',,,,,,,,,,,,
Go West,35,'Comedy',37,'Western',,,,,,,,,,,,
Why We Fight,99,'Documentary',18,'Drama',36,'History',,,,,,,,,,
Companeros,28,'Action',35,'Comedy',37,'Western',,,,,,,,,,
Will Penny,10749,'Romance',37,'Western',,,,,,,,,,,,
200 Motels,14,'Fantasy',35,'Comedy',99,'Documentary',878,'Science,'','',,,,,,
Gertrud,18,'Drama',10749,'Romance',,,,,,,,,,,,
Come Drink with Me,12,'Adventure',28,'Action',,,,,,,,,,,,
Kitty Foyle,10749,'Romance',18,'Drama',,,,,,,,,,,,
Doom,12,'Adventure',28,'Action',27,'Horror',,,,,,,,,,
Domino,28,'Action',80,'Crime',,,,,,,,,,,,
Waiting...,35,'Comedy',,,,,,,,,,,,,,
Æon Flux,28,'Action',878,'Science,,,,,,,,,,,,
Frankenstein 90,35,'Comedy',10769,'Foreign',27,'Horror',,,,,,,,,,
Wedlock,28,'Action',878,'Science,'','',,,,,,,,,,
An Unfinished Life,18,'Drama',,,,,,,,,,,,,,
The Man,28,'Action',35,'Comedy',80,'Crime',,,,,,,,,,
Survive Style 5+,35,'Comedy',18,'Drama',27,'Horror',9648,'Mystery',,,,,,,,
Woyzeck,18,'Drama',,,,,,,,,,,,,,
It's a Gift,35,'Comedy',,,,,,,,,,,,,,
Zozo,18,'Drama',,,,,,,,,,,,,,
Blue Hill Avenue,80,'Crime',18,'Drama',,,,,,,,,,,,
Chapter Two,10749,'Romance',18,'Drama',,,,,,,,,,,,
16 Years of Alcohol,80,'Crime',18,'Drama',,,,,,,,,,,,
The Exorcism of Emily Rose,80,'Crime',18,'Drama',27,'Horror',53,'Thriller',,,,,,,,
Flightplan,53,'Thriller',18,'Drama',9648,'Mystery',,,,,,,,,,
Corpse Bride,10749,'Romance',14,'Fantasy',16,'Animation',10402,'Music',,,,,,,,
Green Street Hooligans,80,'Crime',18,'Drama',,,,,,,,,,,,
A History of Violence,18,'Drama',53,'Thriller',80,'Crime',,,,,,,,,,
Oliver Twist,80,'Crime',18,'Drama',10751,'Family',,,,,,,,,,
The Greatest Game Ever Played,18,'Drama',10751,'Family',,,,,,,,,,,,
Capote,80,'Crime',18,'Drama',,,,,,,,,,,,
The Story of Vernon and Irene Castle,18,'Drama',36,'History',10402,'Music',10749,'Romance',,,,,,,,
The Anderson Tapes,28,'Action',80,'Crime',18,'Drama',53,'Thriller',,,,,,,,
Born to Fight,80,'Crime',28,'Action',53,'Thriller',,,,,,,,,,
Final Fantasy VII: Advent Children,28,'Action',12,'Adventure',16,'Animation',14,'Fantasy',,,,,,,,
Cockles and Muscles,35,'Comedy',,,,,,,,,,,,,,
Roll Bounce,35,'Comedy',18,'Drama',10751,'Family',,,,,,,,,,
Daltry Calhoun,35,'Comedy',18,'Drama',10402,'Music',,,,,,,,,,
Into the Blue,28,'Action',53,'Thriller',12,'Adventure',80,'Crime',,,,,,,,
"The Prize Winner of Defiance, Ohio",18,'Drama',,,,,,,,,,,,,,
Mirrormask,14,'Fantasy',,,,,,,,,,,,,,
Kwik Stop,18,'Drama',,,,,,,,,,,,,,
Innocence,18,'Drama',9648,'Mystery',,,,,,,,,,,,
4,18,'Drama',,,,,,,,,,,,,,
Book of Love,18,'Drama',,,,,,,,,,,,,,
American Yakuza,28,'Action',18,'Drama',80,'Crime',,,,,,,,,,
The Flowers of St. Francis,36,'History',18,'Drama',,,,,,,,,,,,
Madhouse,27,'Horror',53,'Thriller',,,,,,,,,,,,
Man to Man,18,'Drama',,,,,,,,,,,,,,
Münchhausen,14,'Fantasy',35,'Comedy',,,,,,,,,,,,
Medea,18,'Drama',,,,,,,,,,,,,,
The Curse of the Were-Rabbit,12,'Adventure',16,'Animation',35,'Comedy',10751,'Family',,,,,,,,
Seven Swords,28,'Action',18,'Drama',,,,,,,,,,,,
Kiss Kiss Bang Bang,28,'Action',35,'Comedy',80,'Crime',9648,'Mystery',,,,,,,,
Whispering Corridors 3: Wishing Stairs,27,'Horror',,,,,,,,,,,,,,
A Bittersweet Life,28,'Action',18,'Drama',80,'Crime',,,,,,,,,,
Dumplings,27,'Horror',,,,,,,,,,,,,,
A Short Film About Love,18,'Drama',10749,'Romance',,,,,,,,,,,,
"All This, and Heaven Too",18,'Drama',10749,'Romance',,,,,,,,,,,,
Bubble,18,'Drama',80,'Crime',9648,'Mystery',,,,,,,,,,
Beowulf & Grendel,28,'Action',12,'Adventure',18,'Drama',14,'Fantasy',,,,,,,,
No Direction Home: Bob Dylan,99,'Documentary',10402,'Music',,,,,,,,,,,,
Valerie and Her Week of Wonders,14,'Fantasy',12,'Adventure',18,'Drama',,,,,,,,,,
Everybody's Fine,18,'Drama',,,,,,,,,,,,,,
Hail the Conquering Hero,35,'Comedy',10752,'War',,,,,,,,,,,,
Goal!: The Dream Begins,18,'Drama',,,,,,,,,,,,,,
Forty Shades of Blue,18,'Drama',10749,'Romance',,,,,,,,,,,,
Touch the Sound,99,'Documentary',10402,'Music',,,,,,,,,,,,
Angels in America,18,'Drama',14,'Fantasy',,,,,,,,,,,,
Speak,18,'Drama',,,,,,,,,,,,,,
The Wraith,10749,'Romance',878,'Science,'','','','','','',,,,,,
Factotum,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Sweet Movie,9648,'Mystery',35,'Comedy',18,'Drama',,,,,,,,,,
By Dawn's Early Light,10770,'TV,'','','','','','',,,,,,,,
Don't Come Knocking,18,'Drama',10402,'Music',,,,,,,,,,,,
Bullets or Ballots,80,'Crime',18,'Drama',53,'Thriller',,,,,,,,,,
In Her Shoes,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Mother of Mine,18,'Drama',,,,,,,,,,,,,,
The Ketchup Effect,35,'Comedy',,,,,,,,,,,,,,
55 Days at Peking,28,'Action',18,'Drama',36,'History',,,,,,,,,,
Dead & Breakfast,35,'Comedy',27,'Horror',,,,,,,,,,,,
Freeze Frame,53,'Thriller',18,'Drama',80,'Crime',,,,,,,,,,
Punishment Park,18,'Drama',53,'Thriller',,,,,,,,,,,,
The Mating Game,35,'Comedy',10749,'Romance',,,,,,,,,,,,
The Squid and the Whale,35,'Comedy',18,'Drama',,,,,,,,,,,,
Two for the Money,35,'Comedy',80,'Crime',18,'Drama',53,'Thriller',,,,,,,,
Separate Lies,10749,'Romance',18,'Drama',53,'Thriller',,,,,,,,,,
Fourteen Sucks,10749,'Romance',18,'Drama',,,,,,,,,,,,
Star Wreck: In the Pirkinning,878,'Science,'','','','',,,,,,,,,,
Evelyn Prentice,18,'Drama',9648,'Mystery',10749,'Romance',,,,,,,,,,
Brokeback Mountain,18,'Drama',10749,'Romance',,,,,,,,,,,,
Blue Vinyl,99,'Documentary',,,,,,,,,,,,,,
Elizabethtown,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
North Country,18,'Drama',,,,,,,,,,,,,,
Leila,10751,'Family',18,'Drama',10749,'Romance',,,,,,,,,,
"Good Night, and Good Luck.",18,'Drama',36,'History',,,,,,,,,,,,
Li'l Abner,35,'Comedy',10402,'Music',10751,'Family',,,,,,,,,,
Dreamer: Inspired By a True Story,18,'Drama',10751,'Family',,,,,,,,,,,,
The Profession of Arms,12,'Adventure',18,'Drama',36,'History',10752,'War',,,,,,,,
Detective Story,80,'Crime',18,'Drama',,,,,,,,,,,,
The Proposition,28,'Action',12,'Adventure',80,'Crime',18,'Drama',53,'Thriller',37,'Western',,,,
The Gospel,18,'Drama',10402,'Music',,,,,,,,,,,,
Dandelion,18,'Drama',10749,'Romance',,,,,,,,,,,,
C.S.A.: The Confederate States of America,10752,'War',35,'Comedy',18,'Drama',,,,,,,,,,
The Fog,27,'Horror',53,'Thriller',,,,,,,,,,,,
Loggerheads,18,'Drama',,,,,,,,,,,,,,
Left Behind III: World at War,28,'Action',12,'Adventure',18,'Drama',14,'Fantasy',878,'Science,'','',,,,
Protocols Of Zion,99,'Documentary',,,,,,,,,,,,,,
Living 'til the End,18,'Drama',10749,'Romance',,,,,,,,,,,,
Shopgirl,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Kids in America,35,'Comedy',18,'Drama',,,,,,,,,,,,
Where the Truth Lies,18,'Drama',9648,'Mystery',53,'Thriller',,,,,,,,,,
Barely Legal,35,'Comedy',,,,,,,,,,,,,,
Emmanuel's Gift,99,'Documentary',,,,,,,,,,,,,,
Stay,9648,'Mystery',53,'Thriller',18,'Drama',,,,,,,,,,
Confess,28,'Action',18,'Drama',53,'Thriller',,,,,,,,,,
The Legend of Zorro,28,'Action',12,'Adventure',,,,,,,,,,,,
God's Sandbox,10749,'Romance',18,'Drama',,,,,,,,,,,,
New York Doll,99,'Documentary',10402,'Music',,,,,,,,,,,,
The Weather Man,35,'Comedy',18,'Drama',,,,,,,,,,,,
Saw II,27,'Horror',,,,,,,,,,,,,,
Prime,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
One Wonderful Sunday,18,'Drama',35,'Comedy',10749,'Romance',,,,,,,,,,
Will Success Spoil Rock Hunter?,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Don't Move,18,'Drama',10749,'Romance',,,,,,,,,,,,
Three Rooms of Melancholia,99,'Documentary',,,,,,,,,,,,,,
"Race for Your Life, Charlie Brown",16,'Animation',,,,,,,,,,,,,,
Jerusalem,18,'Drama',,,,,,,,,,,,,,
"A Genius, Two Friends, and an Idiot",35,'Comedy',37,'Western',,,,,,,,,,,,
Teorema,9648,'Mystery',18,'Drama',,,,,,,,,,,,
Little Fish,18,'Drama',80,'Crime',,,,,,,,,,,,
American Pie Presents: Band Camp,35,'Comedy',,,,,,,,,,,,,,
Champion,18,'Drama',,,,,,,,,,,,,,
Requiem for a Vampire,27,'Horror',,,,,,,,,,,,,,
Life Is a Miracle,10749,'Romance',18,'Drama',35,'Comedy',,,,,,,,,,
Tarzan the Ape Man,28,'Action',12,'Adventure',,,,,,,,,,,,
Tarzan and His Mate,18,'Drama',12,'Adventure',28,'Action',,,,,,,,,,
Midnight Lace,53,'Thriller',,,,,,,,,,,,,,
Empire of the Wolves,28,'Action',,,,,,,,,,,,,,
The Great Yokai War,35,'Comedy',14,'Fantasy',28,'Action',,,,,,,,,,
The Swindle,35,'Comedy',18,'Drama',,,,,,,,,,,,
Mahogany,18,'Drama',10749,'Romance',,,,,,,,,,,,
Angels in Fast Motion,80,'Crime',18,'Drama',,,,,,,,,,,,
Manderlay,18,'Drama',,,,,,,,,,,,,,
Week-End in Havana,35,'Comedy',10749,'Romance',10402,'Music',,,,,,,,,,
Nine Lives,18,'Drama',10749,'Romance',,,,,,,,,,,,
South Central,80,'Crime',18,'Drama',,,,,,,,,,,,
Damnation Alley,28,'Action',12,'Adventure',878,'Science,,,,,,,,,,
The Bridges at Toko-Ri,28,'Action',18,'Drama',10752,'War',10749,'Romance',,,,,,,,
Love on the Run,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Duck Season,18,'Drama',35,'Comedy',10769,'Foreign',,,,,,,,,,
Aprile,35,'Comedy',,,,,,,,,,,,,,
The Adventures of Prince Achmed,18,'Drama',16,'Animation',12,'Adventure',14,'Fantasy',,,,,,,,
The Gore Gore Girls,35,'Comedy',27,'Horror',9648,'Mystery',,,,,,,,,,
Revolver,18,'Drama',53,'Thriller',80,'Crime',9648,'Mystery',,,,,,,,
Wild Zero,27,'Horror',,,,,,,,,,,,,,
Everything Put Together,18,'Drama',,,,,,,,,,,,,,
Jarhead,18,'Drama',10752,'War',,,,,,,,,,,,
Siblings,35,'Comedy',,,,,,,,,,,,,,
Ushpizin,35,'Comedy',18,'Drama',,,,,,,,,,,,
Chicken Little,16,'Animation',10751,'Family',35,'Comedy',,,,,,,,,,
Romance & Cigarettes,35,'Comedy',10402,'Music',10749,'Romance',,,,,,,,,,
To The Other Side,18,'Drama',10751,'Family',,,,,,,,,,,,
Dead Man's Shoes,18,'Drama',53,'Thriller',80,'Crime',,,,,,,,,,
Joyeux Noël,10749,'Romance',18,'Drama',36,'History',10752,'War',10402,'Music',,,,,,
Count Dracula,27,'Horror',,,,,,,,,,,,,,
The Brides of Dracula,27,'Horror',,,,,,,,,,,,,,
The Stratton Story,18,'Drama',,,,,,,,,,,,,,
The House That Dripped Blood,27,'Horror',9648,'Mystery',,,,,,,,,,,,
Night of the Big Heat,878,'Science,'','','','','','',,,,,,,,
The Gorgon,27,'Horror',14,'Fantasy',,,,,,,,,,,,
Night of the Lepus,27,'Horror',878,'Science,,,,,,,,,,,,
The Match Factory Girl,18,'Drama',35,'Comedy',,,,,,,,,,,,
Zombie and the Ghost Train,10402,'Music',18,'Drama',35,'Comedy',,,,,,,,,,
Highball,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Get Rich or Die Tryin',18,'Drama',,,,,,,,,,,,,,
Sword of the Beast,28,'Action',18,'Drama',10769,'Foreign',,,,,,,,,,
Just Friends,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Syriana,18,'Drama',53,'Thriller',,,,,,,,,,,,
Calamari Union,35,'Comedy',,,,,,,,,,,,,,
The Best Intentions,18,'Drama',10749,'Romance',,,,,,,,,,,,
La Vie de Bohème,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Menolippu Mombasaan,18,'Drama',,,,,,,,,,,,,,
Derailed,18,'Drama',53,'Thriller',,,,,,,,,,,,
Creep,27,'Horror',53,'Thriller',9648,'Mystery',,,,,,,,,,
Pride & Prejudice,18,'Drama',10749,'Romance',,,,,,,,,,,,
Keep Your Distance,18,'Drama',9648,'Mystery',10749,'Romance',,,,,,,,,,
Edison,53,'Thriller',,,,,,,,,,,,,,
Hi-Life,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Wolf Creek,27,'Horror',53,'Thriller',,,,,,,,,,,,
The Descent,12,'Adventure',27,'Horror',,,,,,,,,,,,
Summer Interlude,10749,'Romance',18,'Drama',,,,,,,,,,,,
Takeshis',35,'Comedy',18,'Drama',,,,,,,,,,,,
Forty Guns,28,'Action',37,'Western',,,,,,,,,,,,
Harry Potter and the Goblet of Fire,12,'Adventure',14,'Fantasy',10751,'Family',,,,,,,,,,
Dinner with Friends,35,'Comedy',18,'Drama',,,,,,,,,,,,
Walk the Line,18,'Drama',10402,'Music',10749,'Romance',,,,,,,,,,
Rent,18,'Drama',10749,'Romance',,,,,,,,,,,,
A Story of Floating Weeds,18,'Drama',,,,,,,,,,,,,,
My Mother's Smile,,,,,,,,,,,,,,,,
Fists in the Pocket,18,'Drama',27,'Horror',10769,'Foreign',,,,,,,,,,
Zathura: A Space Adventure,10751,'Family',14,'Fantasy',878,'Science,'','',,,,,,,,
CRAZY,18,'Drama',,,,,,,,,,,,,,
Lonesome Jim,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Our Vines Have Tender Grapes,18,'Drama',,,,,,,,,,,,,,
Sarah Silverman: Jesus Is Magic,35,'Comedy',,,,,,,,,,,,,,
Bee Season,18,'Drama',10751,'Family',,,,,,,,,,,,
Breakfast on Pluto,18,'Drama',35,'Comedy',,,,,,,,,,,,
The Ice Harvest,28,'Action',12,'Adventure',35,'Comedy',80,'Crime',18,'Drama',53,'Thriller',,,,
"Yours, Mine & Ours",35,'Comedy',10751,'Family',10749,'Romance',,,,,,,,,,
In The Mix,28,'Action',35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,
The Libertine,18,'Drama',10749,'Romance',,,,,,,,,,,,
First Descent,99,'Documentary',,,,,,,,,,,,,,
The Wild Geese,28,'Action',53,'Thriller',10752,'War',,,,,,,,,,
Hondo,37,'Western',,,,,,,,,,,,,,
The Bird with the Crystal Plumage,27,'Horror',9648,'Mystery',53,'Thriller',,,,,,,,,,
A Good Woman,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
Gate of Flesh,18,'Drama',,,,,,,,,,,,,,
Brides,18,'Drama',10769,'Foreign',10749,'Romance',,,,,,,,,,
The Evil of Frankenstein,27,'Horror',878,'Science,,,,,,,,,,,,
The Clockmaker of St. Paul,53,'Thriller',18,'Drama',80,'Crime',,,,,,,,,,
Welcome to the Roses,35,'Comedy',,,,,,,,,,,,,,
The Driver,28,'Action',80,'Crime',18,'Drama',53,'Thriller',,,,,,,,
Mondovino,99,'Documentary',,,,,,,,,,,,,,
Sounder,18,'Drama',,,,,,,,,,,,,,
Match Point,18,'Drama',53,'Thriller',80,'Crime',10749,'Romance',,,,,,,,
Nazarin,18,'Drama',,,,,,,,,,,,,,
Ziegfeld Follies,35,'Comedy',10402,'Music',,,,,,,,,,,,
Lorna,18,'Drama',,,,,,,,,,,,,,
The Deep,9648,'Mystery',53,'Thriller',12,'Adventure',,,,,,,,,,
The Dying Gaul,18,'Drama',,,,,,,,,,,,,,
After Innocence,99,'Documentary',,,,,,,,,,,,,,
The Citadel,18,'Drama',,,,,,,,,,,,,,
Beyond the Gates of Splendor,99,'Documentary',,,,,,,,,,,,,,
A Southern Yankee,35,'Comedy',36,'History',10752,'War',,,,,,,,,,
Paradise Now,53,'Thriller',80,'Crime',18,'Drama',,,,,,,,,,
The Kid & I,35,'Comedy',10751,'Family',,,,,,,,,,,,
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",12,'Adventure',10751,'Family',14,'Fantasy',,,,,,,,,,
King Kong,12,'Adventure',18,'Drama',28,'Action',,,,,,,,,,
Memoirs of a Geisha,18,'Drama',36,'History',10749,'Romance',,,,,,,,,,
The Family Stone,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
The Promise,14,'Fantasy',18,'Drama',28,'Action',53,'Thriller',10749,'Romance',,,,,,
Kiss of Death,80,'Crime',18,'Drama',53,'Thriller',,,,,,,,,,
Where Were You When the Lights Went Out?,35,'Comedy',,,,,,,,,,,,,,
Cuban Rafters,99,'Documentary',,,,,,,,,,,,,,
Havoc,18,'Drama',53,'Thriller',,,,,,,,,,,,
Samurai Rebellion,10749,'Romance',36,'History',18,'Drama',,,,,,,,,,
Koirankynnen leikkaaja,18,'Drama',,,,,,,,,,,,,,
Mother India,18,'Drama',,,,,,,,,,,,,,
Cowards Bend the Knee,18,'Drama',10749,'Romance',,,,,,,,,,,,
A Generation,10752,'War',18,'Drama',,,,,,,,,,,,
"Ivan the Terrible, Part II: The Boyars' Plot",36,'History',18,'Drama',,,,,,,,,,,,
Down,28,'Action',27,'Horror',9648,'Mystery',53,'Thriller',,,,,,,,
The Loveless,18,'Drama',,,,,,,,,,,,,,
A Room for Romeo Brass,18,'Drama',35,'Comedy',10769,'Foreign',,,,,,,,,,
Dona Flor and Her Two Husbands,35,'Comedy',18,'Drama',14,'Fantasy',10749,'Romance',,,,,,,,
The Matador,28,'Action',35,'Comedy',80,'Crime',18,'Drama',53,'Thriller',,,,,,
Look Both Ways,18,'Drama',10749,'Romance',,,,,,,,,,,,
Wal-Mart: The High Cost of Low Price,99,'Documentary',,,,,,,,,,,,,,
7 Seconds,28,'Action',80,'Crime',53,'Thriller',,,,,,,,,,
8 Million Ways to Die,80,'Crime',,,,,,,,,,,,,,
Beyond the Forest,18,'Drama',53,'Thriller',,,,,,,,,,,,
Phffft!,35,'Comedy',10749,'Romance',,,,,,,,,,,,
Mozart and the Whale,35,'Comedy',18,'Drama',10749,'Romance',,,,,,,,,,
The Organization,18,'Drama',28,'Action',53,'Thriller',80,'Crime',,,,,,,,
Cinderella Liberty,18,'Drama',10749,'Romance',,,,,,,,,,,,
Knute Rockne All American,18,'Drama',,,,,,,,,,,,,,
A Scene at the Sea,18,'Drama',10749,'Romance',,,,,,,,,,,,
Birdcage Inn,18,'Drama',,,,,,,,,,,,,,
Real Fiction,53,'Thriller',,,,,,,,,,,,,,
Address Unknown,18,'Drama',10769,'Foreign',,,,,,,,,,,,
Don't Look Now: We're Being Shot At,35,'Comedy',10752,'War',,,,,,,,,,,,
They Died with Their Boots On,18,'Drama',10749,'Romance',10752,'War',37,'Western',,,,,,,,
The Three Burials of Melquiades Estrada,12,'Adventure',80,'Crime',18,'Drama',9648,'Mystery',37,'Western',,,,,,
House of Strangers,80,'Crime',18,'Drama',,,,,,,,,,,,
Lili,18,'Drama',10751,'Family',10749,'Romance',,,,,,,,,,
Slim Susie,35,'Comedy',,,,,,,,,,,,,,
Executive Protection,28,'Action',53,'Thriller',,,,,,,,,,,,
The Aura,80,'Crime',18,'Drama',53,'Thriller',,,,,,,,,,
The Ambushers,28,'Action',35,'Comedy',,,,,,,,,,,,
Day of Anger,37,'Western',,,,,,,,,,,,,,
Munich,18,'Drama',28,'Action',36,'History',53,'Thriller',,,,,,,,
The Producers,35,'Comedy',10402,'Music',,,,,,,,,,,,
Transamerica,18,'Drama',,,,,,,,,,,,,,
Rumor Has It...,35,'Comedy',,,,,,,,,,,,,,
Cheaper by the Dozen 2,35,'Comedy',,,,,,,,,,,,,,
Fun with Dick and Jane,35,'Comedy',,,,,,,,,,,,,,
The Ringer,35,'Comedy',,,,,,,,,,,,,,
Casanova,35,'Comedy',,,,,,,,,,,,,,
Mrs Henderson Presents,35,'Comedy',18,'Drama',,,,,,,,,,,,
The White Countess,18,'Drama',36,'History',10751,'Family',10749,'Romance',,,,,,,,
Dirty Love,35,'Comedy',,,,,,,,,,,,,,
The Spirit of the Beehive,18,'Drama',14,'Fantasy',,,,,,,,,,,,
Our Father,18,'Drama',,,,,,,,,,,,,,
Interrogation,18,'Drama',,,,,,,,,,,,,,
Richard Pryor: Live in Concert,35,'Comedy',,,,,,,,,,,,,,
Kevin & Perry Go Large,10402,'Music',35,'Comedy',,,,,,,,,,,,
The Ear,9648,'Mystery',53,'Thriller',18,'Drama',27,'Horror',,,,,,,,
The Debutantes,18,'Drama',10769,'Foreign',53,'Thriller',,,,,,,,,,
Luxo Jr.,16,'Animation',,,,,,,,,,,,,,
Keeping Mum,35,'Comedy',,,,,,,,,,,,,,
Paheli,18,'Drama',53,'Thriller',878,'Science,'','','','',,,,,,
Goodnight Mister Tom,18,'Drama',10769,'Foreign',36,'History',,,,,,,,,,
Late Spring,18,'Drama',,,,,,,,,,,,,,
The Dentist,27,'Horror',53,'Thriller',,,,,,,,,,,,
David Copperfield,12,'Adventure',18,'Drama',10749,'Romance',,,,,,,,,,
Family,,,,,,,,,,,,,,,,
How to Irritate People,35,'Comedy',,,,,,,,,,,,,,
Threads,18,'Drama',878,'Science,,,,,,,,,,,,
Yamakasi,28,'Action',80,'Crime',18,'Drama',,,,,,,,,,
Love's Enduring Promise,10770,'TV,'','','','',,,,,,,,,,
After Image,53,'Thriller',18,'Drama',,,,,,,,,,,,
After Midnight,53,'Thriller',27,'Horror',,,,,,,,,,,,
The New World,18,'Drama',36,'History',10749,'Romance',,,,,,,,,,
Voices of a Distant Star,16,'Animation',878,'Science,'','',,,,,,,,,,
"When You Comin' Back, Red Ryder?",18,'Drama',,,,,,,,,,,,,,
Christmas in Connecticut,35,'Comedy',10749,'Romance',,,,,,,,,,,,
She,12,'Adventure',14,'Fantasy',,,,,,,,,,,,
Passport to Pimlico,35,'Comedy',,,,,,,,,,,,,,
Whisky Galore!,35,'Comedy',80,'Crime',,,,,,,,,,,,
A Run for Your Money,35,'Comedy',,,,,,,,,,,,,,
